BRANCH_ID,BRANCH_NAME,CREATION_DATE,CREDIT_LIMIT,ACTIVATED,STATUS,STATUS_NAME,DELINQUENCY,LAST_STATEMENT_DATE,NAME,JOINING_FEE,ANNUAL_FEE,LEDGER_BALANCE,AVAILABLE_LIMIT,LAST_PAYMENT_AMOUNT,LAST_PAYMENT_DATE,TOTAL_HOLD,GENDER,DOB,ORGANIZATION,CUSTOMER_TYPE,RIM_NO,CLOSURE_DATE,OVERDUEAMOUNT,NO_OF_CYCLES,FIRST_REPLACED_CARD,SECOND_REPLACED_CARD,THIRD_REPLACED_CARD,Card account status 
6,Assiut,2018-09-17,150000,A,NORM,Normal,0,2026-02-21,Platinum Credit Card,200,300,36021.77,113702.4,33032.97,2026-02-13,1149.06,F,1998-02-18,Microsoft Egypt,Primary,100204,,0.0,90,,VISA-OLD2,,NORM
8,Zagazig,2021-11-08,5000,I,CLSB,Closed by Bank,0,2026-02-18,Gold Credit Card,100,500,1993.46,2933.26,301.0,2026-02-21,1875.26,F,1995-05-12,Orange Egypt,Primary,100205,2026-01-20,0.0,52,VISA-OLD,,,CLSB
3,Alexandria,2021-05-21,15000,A,NORM,Normal,0,2026-02-24,Gold Credit Card,200,150,3927.65,10678.7,4156.95,2026-02-18,1400.04,M,1999-07-28,Talaat Moustafa Group,Primary,100206,,0.0,58,,,,NORM
7,Luxor,2019-01-09,10000,A,NORM,Normal,0,2026-02-27,Classic Credit Card,100,1000,4643.21,5128.11,2900.9,2026-02-20,128.74,F,1989-05-27,Vodafone Egypt,Primary,100207,,0.0,86,,,,NORM
7,Luxor,2019-06-26,100000,A,NEW,New,0,2026-02-24,World Elite Card,200,300,91926.91,7880.2,12856.27,2026-01-31,646.46,F,1991-02-18,National Bank of Egypt,Primary,100208,,0.0,81,,,,NEW
2,Giza,2024-04-26,5000,A,NORM,Normal,0,2026-02-14,Gold Credit Card,100,150,3428.01,1513.08,636.6,2026-02-09,669.29,F,1983-10-18,Military,Primary,100209,,0.0,22,VISA-OLD,,,NORM
2,Giza,2024-04-26,5000,A,NORM,Normal,0,2026-02-18,Cashback Card,100,150,1632.86,2973.57,1167.97,2026-02-26,871.66,F,1983-10-18,Military,Primary,100209,,0.0,22,VISA-OLD,,,NORM
2,Giza,2019-07-28,10000,I,CLSC,Closed by Customer,0,2026-02-16,Gold Credit Card,100,150,5419.46,4360.24,2806.1,2026-02-09,15.87,F,1964-07-04,Cairo University,Primary,100210,2026-02-14,0.0,80,,VISA-OLD2,,CLSC
2,Giza,2019-07-28,10000,A,WROF,Write Off,180,2026-02-24,Titanium Credit Card,100,150,4940.11,4956.62,2505.21,2026-02-02,792.01,F,1964-07-04,Cairo University,Primary,100210,2026-02-26,4550.19,80,,VISA-OLD2,,WROF
10,Suez,2024-10-24,30000,A,NORM,Normal,0,2026-02-14,Cashback Card,100,500,-1814.37,27806.33,5869.87,2026-02-18,310.47,F,1986-11-30,Vodafone Egypt,Primary,100211,,0.0,16,,,,NORM
10,Suez,2024-10-24,30000,I,CLSD,Closed,0,2026-02-23,Platinum Credit Card,100,500,1554.38,28183.46,6950.64,2026-02-04,1200.4,F,1986-11-30,Vodafone Egypt,Primary,100211,2026-02-10,0.0,16,,,,CLSD
10,Suez,2024-10-24,30000,A,NORM,Normal,0,2026-02-21,Gold Credit Card,100,500,9921.61,20053.98,3923.05,2026-02-08,1388.32,F,1986-11-30,Vodafone Egypt,Primary,100211,,0.0,16,,,,NORM
7,Luxor,2020-09-14,100000,A,LOST,Lost,0,2026-02-21,World Elite Card,100,500,74468.76,25094.12,243.2,2026-02-27,407.96,F,1965-01-21,Military,Primary,100212,,0.0,66,,,,LOST
2,Giza,2024-08-02,10000,I,CLSC,Closed by Customer,0,2026-02-19,Classic Credit Card,500,1000,4812.26,5151.75,657.52,2026-02-01,1495.5,F,1960-09-30,Vodafone Egypt,Primary,100213,2026-01-05,0.0,19,MC-OLD,,,CLSC
7,Luxor,2022-07-06,10000,A,NORM,Normal,0,2026-02-14,Classic Credit Card,200,0,8252.01,1548.42,312.98,2026-02-05,691.84,M,1991-06-25,Ministry of Health,Secondary,100214,,0.0,44,,VISA-OLD2,,NORM
6,Assiut,2024-07-30,10000,A,NORM,Normal,0,2026-02-25,Cashback Card,100,0,3376.7,6615.41,2677.49,2026-02-21,81.81,M,1977-07-11,Juhayna,Primary,100215,,0.0,19,VISA-OLD,,,NORM
6,Assiut,2024-07-30,10000,I,CLSC,Closed by Customer,0,2026-02-17,Business Credit Card,100,0,4087.84,5778.5,2101.55,2026-02-05,991.55,M,1977-07-11,Juhayna,Primary,100215,2026-01-20,0.0,19,VISA-OLD,,,CLSC
8,Zagazig,2024-10-29,5000,A,NORM,Normal,0,2026-02-20,Cashback Card,100,0,1246.98,3649.91,936.08,2026-01-30,125.93,M,1987-06-19,Juhayna,Primary,100216,,0.0,16,,,,NORM
8,Zagazig,2024-10-29,5000,A,NEW,New,0,2026-02-16,Travel Rewards Card,100,0,304.07,4430.57,666.67,2026-02-17,1253.07,M,1987-06-19,Juhayna,Primary,100216,,0.0,16,,,,NEW
8,Zagazig,2023-11-13,150000,A,30DD,30 Days Delinquent,30,2026-02-18,World Elite Card,0,0,111475.58,38342.2,43643.25,2026-02-26,1445.31,F,1975-07-21,Talaat Moustafa Group,Secondary,100217,,4310.35,27,,VISA-OLD2,,30DD
2,Giza,2024-06-19,10000,I,CLSB,Closed by Bank,0,2026-02-22,Business Credit Card,100,300,5814.58,3857.24,58.83,2026-02-11,994.25,M,1971-10-18,Self Employed,Primary,100218,2026-01-05,0.0,20,,VISA-OLD2,,CLSB
2,Giza,2023-09-16,5000,A,NORM,Normal,0,2026-02-24,Classic Credit Card,200,500,1180.13,3750.49,579.42,2026-01-30,833.57,M,1970-03-31,Orange Egypt,Primary,100219,,0.0,29,,VISA-OLD2,,NORM
2,Giza,2023-09-16,5000,A,NORM,Normal,0,2026-02-21,Cashback Card,200,500,2688.53,2112.64,432.86,2026-02-08,790.85,M,1970-03-31,Orange Egypt,Primary,100219,,0.0,29,,VISA-OLD2,,NORM
2,Giza,2023-09-16,5000,A,NORM,Normal,0,2026-02-14,World Elite Card,200,500,2699.93,1883.97,1245.2,2026-02-02,164.37,M,1970-03-31,Orange Egypt,Primary,100219,,0.0,29,,VISA-OLD2,,NORM
7,Luxor,2021-08-11,20000,A,SUSP,Profit Suspended,120,2026-02-27,Gold Credit Card,200,0,9814.11,9901.13,2736.51,2026-02-12,749.29,M,1970-01-26,Amazon Egypt,Primary,100220,,1650.63,55,MC-OLD,,,SUSP
7,Luxor,2021-08-11,20000,A,NORM,Normal,0,2026-02-26,Cashback Card,200,0,10024.32,9631.68,4760.79,2026-02-19,1208.03,M,1970-01-26,Amazon Egypt,Primary,100220,,0.0,55,MC-OLD,,,NORM
7,Luxor,2021-08-11,20000,A,NORM,Normal,0,2026-02-21,Classic Credit Card,200,0,2326.18,17623.66,3719.48,2026-01-30,355.69,M,1970-01-26,Amazon Egypt,Primary,100220,,0.0,55,MC-OLD,,,NORM
7,Luxor,2023-03-21,30000,A,90DA,90 Days Delinquent,90,2026-02-14,Cashback Card,500,0,20938.55,8802.78,2449.02,2026-02-07,889.88,F,1963-02-03,Juhayna,Primary,100221,,11771.62,35,MC-OLD,,,90DA
10,Suez,2023-03-16,50000,A,NORM,Normal,0,2026-02-14,Platinum Credit Card,0,500,35956.93,13751.9,281.13,2026-02-27,652.29,M,1970-11-18,Cairo University,Primary,100222,,0.0,36,,,,NORM
10,Suez,2023-03-16,50000,A,60DA,60 Days Delinquent,60,2026-02-20,Travel Rewards Card,0,500,8824.51,40778.59,3339.83,2026-02-02,1531.67,M,1970-11-18,Cairo University,Primary,100222,,6702.28,36,,,,60DA
10,Suez,2023-03-16,50000,A,NORM,Normal,0,2026-02-16,Gold Credit Card,0,500,29505.24,20443.84,12010.55,2026-02-01,349.44,M,1970-11-18,Cairo University,Primary,100222,,0.0,36,,,,NORM
10,Suez,2023-03-16,50000,A,NORM,Normal,0,2026-02-28,Titanium Credit Card,0,500,-4859.67,44849.2,7303.15,2026-02-04,1893.22,M,1970-11-18,Cairo University,Primary,100222,,0.0,36,,,,NORM
6,Assiut,2022-03-22,30000,A,30DD,30 Days Delinquent,30,2026-02-15,Classic Credit Card,0,150,6401.43,23542.29,4199.59,2026-02-10,1988.22,F,1960-01-24,CIB,Primary,100223,,4183.91,48,,VISA-OLD2,,30DD
7,Luxor,2022-03-06,100000,A,30DD,30 Days Delinquent,30,2026-02-15,World Elite Card,0,500,1527.93,97997.2,25764.25,2026-02-14,1533.0,M,1991-06-09,National Bank of Egypt,Primary,100224,,38785.22,48,,,,30DD
7,Luxor,2022-03-06,100000,A,NEW,New,0,2026-02-21,Travel Rewards Card,0,500,17597.22,82071.17,20827.03,2026-02-02,967.51,M,1991-06-09,National Bank of Egypt,Primary,100224,,0.0,48,,,,NEW
7,Luxor,2021-08-29,50000,A,NORM,Normal,0,2026-02-19,Platinum Credit Card,0,150,44485.67,5280.18,6019.36,2026-02-12,207.72,M,1991-06-07,Freelancer,Primary,100225,,0.0,54,VISA-OLD,,,NORM
7,Luxor,2024-01-05,50000,A,NORM,Normal,0,2026-02-20,Titanium Credit Card,200,0,29028.28,20606.11,1428.46,2026-02-13,1067.93,M,1965-06-01,El Sewedy Electric,Primary,100226,,0.0,26,,VISA-OLD2,,NORM
1,Cairo Main,2021-09-04,15000,I,CLSB,Closed by Bank,0,2026-02-19,Gold Credit Card,0,300,4391.96,10501.04,1070.04,2026-02-07,289.13,F,1969-08-23,National Bank of Egypt,Secondary,100227,2026-02-20,0.0,54,,,,CLSB
1,Cairo Main,2021-09-04,15000,A,NORM,Normal,0,2026-02-18,Cashback Card,0,300,4372.85,10350.81,2186.93,2026-02-02,1195.61,F,1969-08-23,National Bank of Egypt,Secondary,100227,,0.0,54,,,,NORM
7,Luxor,2023-01-27,150000,I,CLSB,Closed by Bank,0,2026-02-16,Platinum Credit Card,0,0,42034.75,107714.46,1994.01,2026-02-08,1574.83,M,1998-05-02,Ministry of Health,Secondary,100228,2026-02-04,0.0,37,,,,CLSB
4,Mansoura,2022-06-29,50000,I,CLSC,Closed by Customer,0,2026-02-26,Titanium Credit Card,0,0,35604.15,14264.6,2901.25,2026-02-08,335.29,M,1996-12-12,National Bank of Egypt,Primary,100229,2026-01-11,0.0,44,VISA-OLD,,,CLSC
4,Mansoura,2022-06-29,50000,A,NORM,Normal,0,2026-02-20,Business Credit Card,0,0,33643.26,15963.19,6660.59,2026-02-08,601.17,M,1996-12-12,National Bank of Egypt,Primary,100229,,0.0,44,VISA-OLD,,,NORM
2,Giza,2021-09-20,10000,A,NORM,Normal,0,2026-02-26,Classic Credit Card,500,500,1642.04,7954.53,763.46,2026-02-14,1958.15,F,1998-01-02,Orange Egypt,Primary,100230,,0.0,54,VISA-OLD,,,NORM
2,Giza,2021-09-20,10000,A,30DD,30 Days Delinquent,30,2026-02-20,Cashback Card,500,500,4135.97,5459.35,373.46,2026-02-21,698.6,F,1998-01-02,Orange Egypt,Primary,100230,,5012.83,54,VISA-OLD,,,30DD
2,Giza,2021-09-20,10000,A,NORM,Normal,0,2026-02-23,Travel Rewards Card,500,500,2570.48,7408.65,1497.94,2026-02-06,566.8,F,1998-01-02,Orange Egypt,Primary,100230,,0.0,54,VISA-OLD,,,NORM
6,Assiut,2020-02-06,30000,A,60DA,60 Days Delinquent,60,2026-02-17,Classic Credit Card,100,300,9676.29,20262.38,906.96,2026-02-09,155.67,F,1969-08-18,Talaat Moustafa Group,Primary,100231,,944.47,73,MC-OLD,,,60DA
1,Cairo Main,2021-02-19,75000,A,NORM,Normal,0,2026-02-26,Platinum Credit Card,0,500,45877.1,28793.37,9862.41,2026-02-27,70.53,F,1963-12-08,Banque Misr,Primary,100232,,0.0,61,VISA-OLD,,,NORM
10,Suez,2021-08-10,75000,A,NORM,Normal,0,2026-02-28,Titanium Credit Card,100,0,37606.32,37070.58,10999.83,2026-02-10,864.95,F,1982-07-15,Talaat Moustafa Group,Primary,100233,,0.0,55,VISA-OLD,VISA-OLD2,,NORM
6,Assiut,2024-07-20,20000,A,NEW,New,0,2026-02-26,Cashback Card,100,300,17827.34,2016.36,2387.21,2026-02-07,1407.27,M,1994-05-25,Orascom,Primary,100234,,0.0,19,,VISA-OLD2,,NEW
7,Luxor,2019-12-13,15000,A,NORM,Normal,0,2026-02-22,Cashback Card,200,1000,11070.49,3640.36,2990.62,2026-02-04,1541.3,M,1975-12-01,Elsewedy Capital,Primary,100235,,0.0,75,,VISA-OLD2,,NORM
7,Luxor,2019-12-13,15000,I,CLSD,Closed,0,2026-02-18,Travel Rewards Card,200,1000,5181.47,9617.63,3557.64,2026-02-21,973.61,M,1975-12-01,Elsewedy Capital,Primary,100235,2026-02-17,0.0,75,,VISA-OLD2,,CLSD
10,Suez,2024-04-25,20000,A,NORM,Normal,0,2026-02-16,Business Credit Card,0,0,16463.02,3139.19,272.85,2026-02-06,115.59,M,1966-05-17,Self Employed,Primary,100236,,0.0,22,,VISA-OLD2,,NORM
8,Zagazig,2021-09-20,200000,A,NORM,Normal,0,2026-02-27,Platinum Credit Card,200,0,92135.48,107757.32,58022.32,2026-02-04,460.97,M,1960-01-12,El Sewedy Electric,Primary,100237,,0.0,54,,,,NORM
8,Zagazig,2021-09-20,200000,A,NORM,Normal,0,2026-02-27,Travel Rewards Card,200,0,2358.8,197544.28,16326.3,2026-02-28,94.26,M,1960-01-12,El Sewedy Electric,Primary,100237,,0.0,54,,,,NORM
9,Ismailia,2022-02-03,10000,A,NORM,Normal,0,2026-02-20,Cashback Card,0,300,8001.34,1916.18,2926.74,2026-02-08,453.42,F,1998-08-10,IBM Egypt,Primary,100238,,0.0,49,,,,NORM
9,Ismailia,2022-02-03,10000,A,NORM,Normal,0,2026-02-16,Titanium Credit Card,0,300,6059.91,3827.58,1324.89,2026-02-13,1640.37,F,1998-08-10,IBM Egypt,Primary,100238,,0.0,49,,,,NORM
8,Zagazig,2021-07-23,15000,A,NORM,Normal,0,2026-02-23,Cashback Card,200,150,9438.44,5301.48,3166.17,2026-02-28,1708.31,M,1989-02-13,Ministry of Health,Primary,100239,,0.0,56,,,,NORM
8,Zagazig,2021-07-23,15000,I,CLSC,Closed by Customer,0,2026-02-22,Business Credit Card,200,150,-1326.69,13647.54,1638.92,2026-02-14,1257.78,M,1989-02-13,Ministry of Health,Primary,100239,2026-01-09,0.0,56,,,,CLSC
3,Alexandria,2018-01-08,200000,I,CLSB,Closed by Bank,0,2026-03-01,World Elite Card,100,1000,97751.17,102172.15,10446.38,2026-02-02,1699.6,M,1992-09-10,Microsoft Egypt,Secondary,100240,2026-01-28,0.0,99,,,,CLSB
3,Alexandria,2018-01-08,200000,A,NORM,Normal,0,2026-02-14,Travel Rewards Card,100,1000,188249.15,11543.31,48586.69,2026-01-31,1891.95,M,1992-09-10,Microsoft Egypt,Secondary,100240,,0.0,99,,,,NORM
3,Alexandria,2018-01-08,200000,A,60DA,60 Days Delinquent,60,2026-02-17,Titanium Credit Card,100,1000,147983.05,51946.2,25749.85,2026-02-04,1166.55,M,1992-09-10,Microsoft Egypt,Secondary,100240,,61036.3,99,,,,60DA
2,Giza,2021-11-21,50000,A,NORM,Normal,0,2026-02-24,Platinum Credit Card,200,500,1628.43,48307.36,1133.38,2026-02-22,1253.25,M,1970-09-04,Orascom,Primary,100241,,0.0,52,,,,NORM
2,Giza,2021-11-21,50000,A,NORM,Normal,0,2026-02-26,Travel Rewards Card,200,500,40503.7,9093.75,8783.71,2026-02-26,1579.44,M,1970-09-04,Orascom,Primary,100241,,0.0,52,,,,NORM
6,Assiut,2019-03-19,5000,A,NORM,Normal,0,2026-02-20,Cashback Card,500,150,3731.65,1194.98,591.47,2026-02-18,1516.45,F,1971-07-07,Orange Egypt,Primary,100242,,0.0,84,VISA-OLD,,,NORM
9,Ismailia,2019-02-20,100000,A,NORM,Normal,0,2026-02-17,World Elite Card,0,300,91194.91,8490.5,27441.41,2026-02-20,1400.13,M,1976-11-01,Cairo University,Primary,100243,,0.0,85,,,,NORM
9,Ismailia,2019-02-20,100000,A,NORM,Normal,0,2026-02-27,Travel Rewards Card,0,300,62076.28,37765.21,3281.26,2026-02-19,195.11,M,1976-11-01,Cairo University,Primary,100243,,0.0,85,,,,NORM
6,Assiut,2022-03-18,15000,A,90DA,90 Days Delinquent,90,2026-02-27,Classic Credit Card,500,0,6884.09,7690.91,962.23,2026-02-18,1842.73,F,1967-08-19,National Bank of Egypt,Secondary,100244,,8193.22,48,,VISA-OLD2,,90DA
7,Luxor,2018-08-08,10000,A,NORM,Normal,0,2026-02-28,Classic Credit Card,200,300,9146.9,509.53,618.23,2026-02-24,1651.06,F,1967-01-17,Edita Food Industries,Primary,100245,,0.0,92,,,,NORM
10,Suez,2023-07-04,15000,A,30DD,30 Days Delinquent,30,2026-02-16,Gold Credit Card,500,150,79.21,14624.23,2308.46,2026-02-05,1560.65,M,1984-08-27,Orange Egypt,Primary,100246,,4278.75,32,,,,30DD
2,Giza,2019-04-19,30000,A,NORM,Normal,0,2026-02-21,Cashback Card,200,0,25280.98,4288.04,3438.02,2026-02-26,269.16,F,1981-03-29,Microsoft Egypt,Primary,100247,,0.0,83,VISA-OLD,,,NORM
3,Alexandria,2018-07-02,30000,A,NORM,Normal,0,2026-02-23,Classic Credit Card,0,150,-653.22,29015.84,2186.41,2026-02-21,533.93,M,1979-12-30,Freelancer,Primary,100248,,0.0,93,,VISA-OLD2,,NORM
7,Luxor,2024-08-12,20000,A,NORM,Normal,0,2026-02-23,Gold Credit Card,500,1000,46.36,19861.35,5468.51,2026-02-23,22.84,F,1993-12-06,Ministry of Health,Primary,100249,,0.0,18,,,,NORM
5,Tanta,2022-06-06,5000,A,NORM,Normal,0,2026-02-20,Cashback Card,100,0,2028.84,2582.3,703.07,2026-01-30,965.81,F,1963-07-17,Government,Primary,100250,,0.0,45,,,,NORM
4,Mansoura,2018-06-24,75000,A,60DA,60 Days Delinquent,60,2026-02-26,Titanium Credit Card,200,300,-6667.84,68121.27,21854.79,2026-02-15,474.48,M,1965-08-29,National Bank of Egypt,Primary,100251,,30093.04,93,MC-OLD,,,60DA
4,Mansoura,2018-06-24,75000,A,NORM,Normal,0,2026-02-14,Gold Credit Card,200,300,3870.02,70828.13,9474.02,2026-02-28,965.56,M,1965-08-29,National Bank of Egypt,Primary,100251,,0.0,93,MC-OLD,,,NORM
4,Mansoura,2018-06-24,75000,I,CLSB,Closed by Bank,0,2026-02-14,Business Credit Card,200,300,42625.05,32282.18,940.42,2026-02-25,1091.2,M,1965-08-29,National Bank of Egypt,Primary,100251,2026-02-20,0.0,93,MC-OLD,,,CLSB
4,Mansoura,2018-06-24,75000,I,CLSB,Closed by Bank,0,2026-02-26,Platinum Credit Card,200,300,23586.71,51388.63,8773.45,2026-02-19,1148.61,M,1965-08-29,National Bank of Egypt,Primary,100251,2026-01-28,0.0,93,MC-OLD,,,CLSB
9,Ismailia,2021-02-05,150000,A,NORM,Normal,0,2026-02-20,World Elite Card,500,0,124552.59,25111.77,29445.36,2026-02-16,1591.69,F,1974-08-18,Freelancer,Primary,100252,,0.0,61,MC-OLD,VISA-OLD2,,NORM
9,Ismailia,2021-02-05,150000,A,NORM,Normal,0,2026-02-27,Travel Rewards Card,500,0,52630.46,97220.28,18057.51,2026-02-10,645.8,F,1974-08-18,Freelancer,Primary,100252,,0.0,61,MC-OLD,VISA-OLD2,,NORM
9,Ismailia,2021-02-05,150000,I,CLSC,Closed by Customer,0,2026-02-17,Cashback Card,500,0,103555.21,46140.18,41027.52,2026-02-28,1592.17,F,1974-08-18,Freelancer,Primary,100252,2026-01-10,0.0,61,MC-OLD,VISA-OLD2,,CLSC
10,Suez,2019-02-15,10000,A,NEW,New,0,2026-02-14,Gold Credit Card,500,300,9135.19,505.15,1935.52,2026-02-04,458.94,F,1994-01-07,Cairo University,Primary,100253,,0.0,85,MC-OLD,VISA-OLD2,,NEW
10,Suez,2019-02-15,10000,A,NORM,Normal,0,2026-02-15,Titanium Credit Card,500,300,7550.68,1950.3,2048.03,2026-02-06,246.77,F,1994-01-07,Cairo University,Primary,100253,,0.0,85,MC-OLD,VISA-OLD2,,NORM
8,Zagazig,2019-12-07,30000,A,NORM,Normal,0,2026-02-23,Cashback Card,500,0,24196.36,5524.31,3573.95,2026-02-25,1089.66,F,1961-09-05,Microsoft Egypt,Secondary,100254,,0.0,75,,,,NORM
1,Cairo Main,2023-05-01,30000,A,NEW,New,0,2026-02-24,Gold Credit Card,500,0,11633.23,18361.38,1060.79,2026-02-20,664.23,M,1993-06-14,IBM Egypt,Primary,100255,,0.0,34,VISA-OLD,,,NEW
5,Tanta,2022-09-04,200000,A,NORM,Normal,0,2026-02-25,World Elite Card,500,1000,105655.83,94025.36,46857.53,2026-02-16,681.86,F,1992-09-09,National Bank of Egypt,Secondary,100256,,0.0,42,MC-OLD,,,NORM
2,Giza,2023-09-07,75000,A,NORM,Normal,0,2026-02-16,Platinum Credit Card,100,0,55176.36,19753.34,12856.2,2026-02-25,1858.44,M,1973-12-15,Banque Misr,Primary,100257,,0.0,30,,,,NORM
2,Giza,2023-09-07,75000,A,NORM,Normal,0,2026-02-21,Travel Rewards Card,100,0,48242.32,26529.93,11573.98,2026-02-03,283.13,M,1973-12-15,Banque Misr,Primary,100257,,0.0,30,,,,NORM
4,Mansoura,2022-02-17,100000,I,CLSB,Closed by Bank,0,2026-02-22,World Elite Card,500,1000,53365.84,46534.67,15104.57,2026-02-17,596.09,F,1972-04-15,Government,Primary,100258,2026-01-12,0.0,49,VISA-OLD,VISA-OLD2,,CLSB
9,Ismailia,2021-11-11,15000,A,30DD,30 Days Delinquent,30,2026-02-22,Cashback Card,200,0,8289.53,6669.13,3984.25,2026-02-14,652.54,F,1975-09-09,Talaat Moustafa Group,Primary,100259,,3970.16,52,MC-OLD,,,30DD
9,Ismailia,2021-11-11,15000,A,NORM,Normal,0,2026-02-23,Classic Credit Card,200,0,3406.1,11134.76,3471.7,2026-02-16,1412.04,F,1975-09-09,Talaat Moustafa Group,Primary,100259,,0.0,52,MC-OLD,,,NORM
4,Mansoura,2020-07-11,20000,A,NORM,Normal,0,2026-02-28,Cashback Card,0,500,16397.72,3235.08,5444.08,2026-02-19,1530.31,M,1989-01-14,Talaat Moustafa Group,Primary,100260,,0.0,68,MC-OLD,,,NORM
4,Mansoura,2020-07-11,20000,A,NORM,Normal,0,2026-02-19,Classic Credit Card,0,500,9404.68,10500.62,2205.86,2026-02-10,1903.02,M,1989-01-14,Talaat Moustafa Group,Primary,100260,,0.0,68,MC-OLD,,,NORM
4,Mansoura,2024-10-27,30000,A,NEW,New,0,2026-02-22,Gold Credit Card,500,300,12189.02,17521.89,3049.87,2026-01-30,1516.73,M,1971-04-28,Talaat Moustafa Group,Primary,100261,,0.0,16,MC-OLD,VISA-OLD2,,NEW
7,Luxor,2019-02-24,5000,A,NEW,New,0,2026-02-14,Gold Credit Card,200,300,24.82,4510.71,1048.89,2026-02-26,384.49,M,1986-03-21,Government,Primary,100262,,0.0,85,,,,NEW
7,Luxor,2019-02-24,5000,A,NORM,Normal,0,2026-02-20,Cashback Card,200,300,2126.66,2419.56,110.57,2026-01-31,507.3,M,1986-03-21,Government,Primary,100262,,0.0,85,,,,NORM
7,Luxor,2019-02-24,5000,I,CLSD,Closed,0,2026-02-21,Travel Rewards Card,200,300,1505.43,3329.59,1213.73,2026-02-16,1521.53,M,1986-03-21,Government,Primary,100262,2026-01-26,0.0,85,,,,CLSD
7,Luxor,2019-02-24,5000,A,NEW,New,0,2026-02-17,Business Credit Card,200,300,2600.63,2294.95,837.92,2026-02-14,230.61,M,1986-03-21,Government,Primary,100262,,0.0,85,,,,NEW
6,Assiut,2021-02-08,30000,A,NEW,New,0,2026-02-16,Cashback Card,100,0,21064.87,8733.27,7719.38,2026-02-14,18.78,F,1998-08-23,Juhayna,Primary,100263,,0.0,61,,,,NEW
8,Zagazig,2020-11-28,75000,A,NORM,Normal,0,2026-02-15,Platinum Credit Card,100,300,16925.42,57603.71,15217.25,2026-02-08,1336.59,M,1973-04-05,Microsoft Egypt,Primary,100264,,0.0,63,VISA-OLD,,,NORM
9,Ismailia,2019-11-28,150000,A,NORM,Normal,0,2026-02-22,Platinum Credit Card,100,300,-2395.45,147223.27,2007.32,2026-02-04,451.6,M,1973-06-19,Orascom,Primary,100265,,0.0,76,,,,NORM
7,Luxor,2021-09-19,50000,A,NORM,Normal,0,2026-02-15,Titanium Credit Card,0,500,36540.37,13085.42,4999.96,2026-02-05,1509.86,M,1995-05-09,Talaat Moustafa Group,Secondary,100266,,0.0,54,MC-OLD,VISA-OLD2,,NORM
7,Luxor,2021-09-19,50000,A,NORM,Normal,0,2026-02-26,Business Credit Card,0,500,46451.27,3051.46,11692.22,2026-02-18,604.39,M,1995-05-09,Talaat Moustafa Group,Secondary,100266,,0.0,54,MC-OLD,VISA-OLD2,,NORM
10,Suez,2023-04-19,20000,A,NORM,Normal,0,2026-02-15,Cashback Card,500,1000,9199.91,10778.5,4352.17,2026-02-19,434.43,F,1963-03-12,Government,Primary,100267,,0.0,34,,,,NORM
4,Mansoura,2022-08-04,200000,A,NORM,Normal,0,2026-02-19,World Elite Card,100,300,-526.77,199301.01,50707.53,2026-02-28,324.4,M,1975-05-16,Freelancer,Primary,100268,,0.0,43,,,,NORM
3,Alexandria,2019-10-11,100000,A,NORM,Normal,0,2026-02-18,Platinum Credit Card,500,500,52406.91,47168.73,24528.85,2026-01-31,1436.24,M,1985-11-06,National Bank of Egypt,Primary,100269,,0.0,77,,,,NORM
1,Cairo Main,2023-12-16,20000,A,NORM,Normal,0,2026-02-26,Cashback Card,100,150,8023.7,11560.32,307.35,2026-02-25,1906.73,F,1974-06-15,Vodafone Egypt,Primary,100270,,0.0,26,,,,NORM
1,Cairo Main,2023-12-16,20000,A,NEW,New,0,2026-02-20,Travel Rewards Card,100,150,6236.3,13323.14,4041.67,2026-02-17,702.19,F,1974-06-15,Vodafone Egypt,Primary,100270,,0.0,26,,,,NEW
9,Ismailia,2021-06-07,15000,A,NORM,Normal,0,2026-02-25,Gold Credit Card,200,500,860.26,13857.1,748.89,2026-02-14,1366.25,M,1986-05-28,National Bank of Egypt,Primary,100271,,0.0,57,VISA-OLD,,,NORM
9,Ismailia,2021-06-07,15000,A,NORM,Normal,0,2026-03-01,World Elite Card,200,500,6483.83,8381.99,3411.95,2026-02-07,1159.94,M,1986-05-28,National Bank of Egypt,Primary,100271,,0.0,57,VISA-OLD,,,NORM
4,Mansoura,2022-07-11,5000,A,NEW,New,0,2026-02-18,Classic Credit Card,0,1000,853.56,3803.8,1112.46,2026-02-12,22.82,M,1967-05-25,Elsewedy Capital,Primary,100272,,0.0,44,,,,NEW
5,Tanta,2023-12-31,200000,A,NORM,Normal,0,2026-02-16,World Elite Card,0,0,131948.63,67686.91,4060.76,2026-02-23,1038.81,M,1994-08-06,Orange Egypt,Primary,100273,,0.0,26,VISA-OLD,,,NORM
5,Tanta,2023-12-31,200000,I,CLSD,Closed,0,2026-02-15,Travel Rewards Card,0,0,144175.43,55586.39,26442.44,2026-02-09,912.43,M,1994-08-06,Orange Egypt,Primary,100273,2026-01-04,0.0,26,VISA-OLD,,,CLSD
9,Ismailia,2023-04-28,15000,A,NEW,New,0,2026-02-16,Cashback Card,200,500,5877.1,8744.47,649.42,2026-02-22,445.64,M,1971-05-03,El Sewedy Electric,Primary,100274,,0.0,34,,VISA-OLD2,,NEW
