PRODUCT_NAME,RIMNO,POST DATE,TRXN DATE,CCY,ORIG AMOUNT,EMBEDDED _FEE,BILLING AMT,MCC,MERCHNAME,MERCH ID,SOURCES,SETTLEMENT AMT,SETTLEMENT CCY,BANKBRANCH,TRXN COUNTRY,REVERSAL FLAG,CUSTOMER_ID
Classic Credit Card,100195,2026-04-09,2026-04-09,818,5387.85,0.0,5387.85,5912,Breadfast,M700289,ECOM,5387.85,818,Ismailia,EGY,N,196
Classic Credit Card,100195,2026-04-19,2026-04-17,818,5257.05,0.0,5257.05,5732,ElMenus,M256526,ECOM,5257.05,818,Ismailia,EGY,N,196
Classic Credit Card,100195,2026-04-09,2026-04-09,818,10630.33,0.0,10630.33,5944,Jumia Egypt,M843123,POS,10630.33,818,Ismailia,EGY,N,196
Classic Credit Card,100195,2026-04-19,2026-04-17,818,2729.8,0.0,2729.8,5814,Total Energies,M882082,POS,2729.8,818,Ismailia,EGY,N,196
Classic Credit Card,100195,2026-04-19,2026-04-17,818,14785.96,0.0,14785.96,7230,Breadfast,M613230,MOTO,14785.96,818,Ismailia,EGY,N,196
Classic Credit Card,100195,2026-04-08,2026-04-07,818,5542.24,0.0,5542.24,7298,Breadfast,M617650,ATM,5542.24,818,Ismailia,EGY,N,196
Classic Credit Card,100195,2026-04-04,2026-04-01,818,6468.1,0.0,6468.1,5541,Spinneys,M565762,POS,6468.1,818,Ismailia,EGY,N,196
Classic Credit Card,100195,2026-04-09,2026-04-06,818,14839.6,0.0,14839.6,5944,Instashop,M202821,ECOM,14839.6,818,Ismailia,EGY,N,196
Classic Credit Card,100195,2026-04-18,2026-04-18,818,13818.66,0.0,13818.66,5945,Uber Egypt,M211295,POS,13818.66,818,Ismailia,EGY,N,196
Classic Credit Card,100195,2026-04-16,2026-04-13,818,5574.73,0.0,5574.73,5814,Booking.com,M849484,ECOM,5574.73,818,Ismailia,EGY,N,196
Classic Credit Card,100195,2026-04-03,2026-04-02,818,11236.08,0.0,11236.08,5945,Shell Egypt,M387544,POS,11236.08,818,Ismailia,EGY,N,196
Classic Credit Card,100195,2026-04-21,2026-04-21,818,14899.53,0.0,14899.53,4111,Virgin Megastore,M747109,POS,14899.53,818,Ismailia,EGY,N,196
Classic Credit Card,100195,2026-04-04,2026-04-03,818,10012.77,0.0,10012.77,5912,Emirates Airlines,M734791,POS,10012.77,818,Ismailia,EGY,N,196
Classic Credit Card,100195,2026-04-27,2026-04-27,818,2799.98,0.0,2799.98,8021,Spinneys,M301514,MOTO,2799.98,818,Ismailia,EGY,N,196
Classic Credit Card,100195,2026-04-12,2026-04-11,818,3833.45,0.0,3833.45,8021,Vodafone Cash,M875273,MOTO,3833.45,818,Ismailia,EGY,N,196
Classic Credit Card,100195,2026-04-21,2026-04-20,818,3036.44,0.0,3036.44,8099,Carrefour Egypt,M548645,POS,3036.44,818,Ismailia,EGY,N,196
Classic Credit Card,100195,2026-04-26,2026-04-25,818,2597.09,0.0,2597.09,5411,Carrefour Egypt,M464952,POS,2597.09,818,Ismailia,EGY,N,196
Classic Credit Card,100195,2026-04-29,2026-04-29,818,7491.31,0.0,7491.31,7230,Costa Coffee,M245398,ATM,7491.31,818,Ismailia,EGY,N,196
Classic Credit Card,100195,2026-04-12,2026-04-11,818,11056.21,0.0,11056.21,8099,Vodafone Cash,M599741,ECOM,11056.21,818,Ismailia,EGY,N,196
Classic Credit Card,100195,2026-04-08,2026-04-07,818,1241.54,0.0,1241.54,4111,iStyle,M176224,ECOM,1241.54,818,Ismailia,EGY,N,196
Classic Credit Card,100195,2026-04-04,2026-04-04,818,6431.57,0.0,6431.57,8011,Total Energies,M182689,POS,6431.57,818,Ismailia,EGY,N,196
Platinum Credit Card,100196,2026-04-11,2026-04-11,818,13192.74,0.0,13192.74,4111,Talabat,M558438,POS,13192.74,818,Tanta,EGY,N,197
Platinum Credit Card,100196,2026-04-03,2026-04-03,818,7280.27,0.0,7280.27,7230,Seoudi Market,M592616,POS,7280.27,818,Tanta,EGY,N,197
Cashback Card,100197,2026-04-15,2026-04-12,818,2579.82,0.0,2579.82,4900,Jumia Egypt,M348885,MOTO,2579.82,818,Mansoura,EGY,N,198
Cashback Card,100197,2026-04-11,2026-04-08,818,5865.01,0.0,5865.01,4900,McDonald's,M458416,POS,5865.01,818,Mansoura,EGY,N,198
Cashback Card,100197,2026-04-12,2026-04-11,818,1755.77,0.0,1755.77,5999,Costa Coffee,M573277,ECOM,1755.77,818,Mansoura,EGY,N,198
Cashback Card,100197,2026-04-07,2026-04-05,818,6288.96,0.0,6288.96,5814,Talabat,M442178,POS,6288.96,818,Mansoura,EGY,N,198
Cashback Card,100197,2026-04-09,2026-04-09,818,13154.2,0.0,13154.2,7011,Spinneys,M844133,ECOM,13154.2,818,Mansoura,EGY,N,198
Cashback Card,100197,2026-04-10,2026-04-10,818,2863.71,0.0,2863.71,5912,Amazon.eg,M331150,ECOM,2863.71,818,Mansoura,EGY,N,198
Cashback Card,100197,2026-04-13,2026-04-10,818,5706.31,0.0,5706.31,5732,Virgin Megastore,M307739,ECOM,5706.31,818,Mansoura,EGY,Y,198
Classic Credit Card,100198,2026-04-24,2026-04-24,826,1387.48,34.28,89802.04,5691,Starbucks Egypt,M834483,POS,1387.48,840,Tanta,DEU,N,199
Classic Credit Card,100198,2026-04-29,2026-04-27,818,10936.55,0.0,10936.55,8011,Carrefour Egypt,M378913,ECOM,10936.55,818,Tanta,EGY,N,199
Classic Credit Card,100198,2026-04-26,2026-04-23,818,9199.85,0.0,9199.85,8011,Emirates Airlines,M902756,ECOM,9199.85,818,Tanta,EGY,N,199
Classic Credit Card,100198,2026-04-30,2026-04-27,818,14457.04,0.0,14457.04,5411,Total Energies,M751198,POS,14457.04,818,Tanta,EGY,N,199
Classic Credit Card,100198,2026-04-14,2026-04-11,818,12054.02,0.0,12054.02,5944,Costa Coffee,M999168,ECOM,12054.02,818,Tanta,EGY,N,199
Classic Credit Card,100198,2026-04-10,2026-04-08,818,13118.75,0.0,13118.75,5812,ElMenus,M216877,POS,13118.75,818,Tanta,EGY,N,199
Classic Credit Card,100198,2026-04-07,2026-04-07,818,13689.85,0.0,13689.85,5944,Breadfast,M292995,POS,13689.85,818,Tanta,EGY,N,199
Travel Rewards Card,100199,2026-04-28,2026-04-26,818,11460.42,0.0,11460.42,5812,Apple Store Online,M349146,ATM,11460.42,818,Ismailia,EGY,N,200
World Elite Card,100199,2026-04-19,2026-04-18,818,6167.69,0.0,6167.69,8011,iStyle,M724970,MOTO,6167.69,818,Ismailia,EGY,N,200
Travel Rewards Card,100199,2026-04-28,2026-04-27,818,6240.36,0.0,6240.36,8021,ElMenus,M802794,ECOM,6240.36,818,Ismailia,EGY,N,200
Travel Rewards Card,100199,2026-04-25,2026-04-24,818,10659.43,0.0,10659.43,5814,Apple Store Online,M143903,POS,10659.43,818,Ismailia,EGY,N,200
Travel Rewards Card,100199,2026-04-12,2026-04-09,818,13892.57,0.0,13892.57,5691,McDonald's,M130916,POS,13892.57,818,Ismailia,EGY,N,200
World Elite Card,100199,2026-05-01,2026-04-29,818,9781.28,0.0,9781.28,5541,Carrefour Egypt,M387363,ECOM,9781.28,818,Ismailia,EGY,N,200
Travel Rewards Card,100199,2026-04-22,2026-04-22,818,14461.69,0.0,14461.69,5732,2B,M880498,POS,14461.69,818,Ismailia,EGY,N,200
World Elite Card,100199,2026-04-14,2026-04-14,826,490.37,4.94,31383.44,7230,Emirates Airlines,M854479,POS,490.37,840,Ismailia,GBR,N,200
World Elite Card,100199,2026-04-15,2026-04-15,818,12214.41,0.0,12214.41,4111,Carrefour Egypt,M587015,MOTO,12214.41,818,Ismailia,EGY,N,200
Travel Rewards Card,100199,2026-04-09,2026-04-09,818,10833.58,0.0,10833.58,5541,Instashop,M192543,ECOM,10833.58,818,Ismailia,EGY,N,200
Travel Rewards Card,100199,2026-04-08,2026-04-08,818,13265.48,0.0,13265.48,8099,H&M Egypt,M803336,ECOM,13265.48,818,Ismailia,EGY,N,200
Classic Credit Card,100200,2026-04-03,2026-04-01,818,13947.36,0.0,13947.36,5311,Instashop,M618982,POS,13947.36,818,Alexandria,EGY,N,201
Classic Credit Card,100200,2026-04-15,2026-04-13,818,7802.18,0.0,7802.18,8011,Carrefour Egypt,M898103,MOTO,7802.18,818,Alexandria,EGY,N,201
Classic Credit Card,100200,2026-04-16,2026-04-14,818,4103.74,0.0,4103.74,8021,Zara Egypt,M706797,MOTO,4103.74,818,Alexandria,EGY,N,201
Platinum Credit Card,100201,2026-04-06,2026-04-06,818,7805.92,0.0,7805.92,4111,Instashop,M205124,ATM,7805.92,818,Assiut,EGY,N,202
Platinum Credit Card,100201,2026-04-25,2026-04-23,818,14029.95,0.0,14029.95,5691,Costa Coffee,M197409,POS,14029.95,818,Assiut,EGY,N,202
Platinum Credit Card,100201,2026-04-23,2026-04-23,818,9230.96,0.0,9230.96,5541,Uber Egypt,M474860,MOTO,9230.96,818,Assiut,EGY,N,202
Platinum Credit Card,100201,2026-04-20,2026-04-20,818,13522.58,0.0,13522.58,8021,Instashop,M958009,POS,13522.58,818,Assiut,EGY,N,202
Platinum Credit Card,100201,2026-04-13,2026-04-11,818,6435.45,0.0,6435.45,7230,Samsung Egypt,M140334,POS,6435.45,818,Assiut,EGY,N,202
Platinum Credit Card,100201,2026-04-09,2026-04-07,818,11085.55,0.0,11085.55,5311,H&M Egypt,M129671,ATM,11085.55,818,Assiut,EGY,N,202
Platinum Credit Card,100201,2026-04-24,2026-04-21,840,1956.11,41.45,105531.09,5812,Shell Egypt,M687050,ECOM,1956.11,840,Assiut,USA,N,202
Platinum Credit Card,100201,2026-04-11,2026-04-11,818,12704.75,0.0,12704.75,5912,2B,M266822,ATM,12704.75,818,Assiut,EGY,N,202
Platinum Credit Card,100201,2026-04-04,2026-04-04,818,6144.81,0.0,6144.81,5311,Uber Egypt,M929785,POS,6144.81,818,Assiut,EGY,N,202
Platinum Credit Card,100201,2026-04-29,2026-04-27,818,8084.82,0.0,8084.82,5411,Virgin Megastore,M892165,POS,8084.82,818,Assiut,EGY,N,202
Platinum Credit Card,100201,2026-04-18,2026-04-18,818,12883.8,0.0,12883.8,8021,Apple Store Online,M194178,POS,12883.8,818,Assiut,EGY,N,202
Platinum Credit Card,100201,2026-04-18,2026-04-15,818,11783.45,0.0,11783.45,5691,Booking.com,M421808,POS,11783.45,818,Assiut,EGY,N,202
Platinum Credit Card,100201,2026-04-15,2026-04-15,826,185.32,2.78,7799.88,8011,2B,M980198,POS,185.32,840,Assiut,GBR,N,202
Platinum Credit Card,100201,2026-04-13,2026-04-10,818,14215.47,0.0,14215.47,5912,iStyle,M669287,ECOM,14215.47,818,Assiut,EGY,N,202
Platinum Credit Card,100201,2026-04-14,2026-04-12,818,8965.26,0.0,8965.26,5912,2B,M175398,POS,8965.26,818,Assiut,EGY,N,202
Platinum Credit Card,100201,2026-04-10,2026-04-07,818,3234.16,0.0,3234.16,5311,Seoudi Market,M653931,ATM,3234.16,818,Assiut,EGY,N,202
Platinum Credit Card,100201,2026-04-20,2026-04-20,840,1964.49,51.58,72133.59,5732,Emirates Airlines,M931854,POS,1964.49,840,Assiut,DEU,N,202
Platinum Credit Card,100201,2026-04-29,2026-04-26,978,601.75,9.31,27369.58,5812,KFC Egypt,M344465,POS,601.75,840,Assiut,TUR,N,202
Platinum Credit Card,100201,2026-04-15,2026-04-12,818,12031.78,0.0,12031.78,7298,iStyle,M920784,POS,12031.78,818,Assiut,EGY,N,202
World Elite Card,100202,2026-04-28,2026-04-27,818,10246.58,0.0,10246.58,5411,Talabat,M288824,POS,10246.58,818,Suez,EGY,N,203
World Elite Card,100202,2026-04-13,2026-04-12,818,5449.0,0.0,5449.0,5691,Jumia Egypt,M444544,MOTO,5449.0,818,Suez,EGY,N,203
World Elite Card,100202,2026-04-11,2026-04-11,818,8421.6,0.0,8421.6,7230,LG Electronics,M623464,POS,8421.6,818,Suez,EGY,N,203
World Elite Card,100202,2026-04-28,2026-04-26,818,14484.05,0.0,14484.05,7298,Uber Egypt,M133461,ATM,14484.05,818,Suez,EGY,N,203
World Elite Card,100202,2026-04-29,2026-04-27,818,6720.13,0.0,6720.13,5541,Total Energies,M373833,ECOM,6720.13,818,Suez,EGY,N,203
World Elite Card,100202,2026-04-27,2026-04-27,818,13244.46,0.0,13244.46,5411,Starbucks Egypt,M715674,ECOM,13244.46,818,Suez,EGY,N,203
World Elite Card,100202,2026-04-28,2026-04-26,818,13707.36,0.0,13707.36,5945,Seoudi Market,M957766,ATM,13707.36,818,Suez,EGY,N,203
World Elite Card,100202,2026-05-01,2026-04-28,818,4106.09,0.0,4106.09,4111,iStyle,M148013,ATM,4106.09,818,Suez,EGY,N,203
Classic Credit Card,100204,2026-04-29,2026-04-26,818,734.04,0.0,734.04,5945,McDonald's,M228126,ECOM,734.04,818,Ismailia,EGY,N,205
Cashback Card,100204,2026-04-07,2026-04-07,826,1120.67,30.9,70178.28,7011,Uber Egypt,M603811,ECOM,1120.67,840,Ismailia,FRA,N,205
Cashback Card,100204,2026-04-17,2026-04-16,818,9339.29,0.0,9339.29,5945,Starbucks Egypt,M835520,POS,9339.29,818,Ismailia,EGY,N,205
Cashback Card,100204,2026-04-18,2026-04-17,818,5147.9,0.0,5147.9,5732,Expedia,M526334,POS,5147.9,818,Ismailia,EGY,N,205
Classic Credit Card,100204,2026-04-30,2026-04-28,818,2313.26,0.0,2313.26,5541,Emirates Airlines,M724348,ECOM,2313.26,818,Ismailia,EGY,N,205
Titanium Credit Card,100204,2026-04-17,2026-04-16,978,467.27,7.67,18729.46,5945,ElMenus,M437217,POS,467.27,840,Ismailia,SAU,N,205
Titanium Credit Card,100205,2026-04-17,2026-04-15,978,1360.75,37.39,79767.02,5814,Jumia Egypt,M315795,ECOM,1360.75,840,Tanta,SAU,N,206
Titanium Credit Card,100205,2026-04-06,2026-04-06,818,973.41,0.0,973.41,5912,McDonald's,M364457,POS,973.41,818,Tanta,EGY,N,206
Titanium Credit Card,100205,2026-04-10,2026-04-09,818,8569.99,0.0,8569.99,5814,Booking.com,M425013,POS,8569.99,818,Tanta,EGY,N,206
Titanium Credit Card,100205,2026-04-14,2026-04-12,818,2188.31,0.0,2188.31,7230,Costa Coffee,M376319,POS,2188.31,818,Tanta,EGY,N,206
Titanium Credit Card,100205,2026-04-09,2026-04-07,818,8040.12,0.0,8040.12,7298,Vodafone Cash,M519776,POS,8040.12,818,Tanta,EGY,N,206
Titanium Credit Card,100205,2026-04-29,2026-04-26,818,9368.46,0.0,9368.46,4900,Uber Egypt,M216221,ECOM,9368.46,818,Tanta,EGY,N,206
Titanium Credit Card,100205,2026-04-25,2026-04-25,840,1904.38,44.16,86538.71,5944,Costa Coffee,M947391,POS,1904.38,840,Tanta,USA,N,206
Titanium Credit Card,100205,2026-04-16,2026-04-14,818,4684.58,0.0,4684.58,5912,Carrefour Egypt,M619488,ATM,4684.58,818,Tanta,EGY,N,206
Titanium Credit Card,100205,2026-04-26,2026-04-24,818,14166.98,0.0,14166.98,5732,Starbucks Egypt,M314799,POS,14166.98,818,Tanta,EGY,N,206
Titanium Credit Card,100205,2026-04-19,2026-04-19,818,3915.43,0.0,3915.43,5814,Carrefour Egypt,M455362,ECOM,3915.43,818,Tanta,EGY,Y,206
Titanium Credit Card,100205,2026-04-04,2026-04-01,818,7986.7,0.0,7986.7,8099,McDonald's,M341579,MOTO,7986.7,818,Tanta,EGY,N,206
Titanium Credit Card,100205,2026-04-23,2026-04-21,818,14500.73,0.0,14500.73,8011,Spinneys,M153957,ECOM,14500.73,818,Tanta,EGY,N,206
Titanium Credit Card,100205,2026-04-27,2026-04-26,818,12289.48,0.0,12289.48,5732,Uber Egypt,M685729,ATM,12289.48,818,Tanta,EGY,N,206
Titanium Credit Card,100205,2026-04-14,2026-04-12,818,6869.97,0.0,6869.97,8021,Jumia Egypt,M380002,POS,6869.97,818,Tanta,EGY,N,206
Titanium Credit Card,100205,2026-04-06,2026-04-06,818,12235.13,0.0,12235.13,5691,Booking.com,M759375,POS,12235.13,818,Tanta,EGY,N,206
Titanium Credit Card,100205,2026-04-08,2026-04-08,818,1061.58,0.0,1061.58,5812,Amazon.eg,M337139,POS,1061.58,818,Tanta,EGY,N,206
Titanium Credit Card,100205,2026-04-28,2026-04-28,818,5326.68,0.0,5326.68,5311,Emirates Airlines,M363068,POS,5326.68,818,Tanta,EGY,N,206
Titanium Credit Card,100205,2026-04-15,2026-04-15,818,11432.45,0.0,11432.45,7011,LG Electronics,M650560,POS,11432.45,818,Tanta,EGY,N,206
Titanium Credit Card,100205,2026-04-16,2026-04-16,818,10877.51,0.0,10877.51,5812,Breadfast,M402802,ECOM,10877.51,818,Tanta,EGY,N,206
Titanium Credit Card,100205,2026-04-09,2026-04-08,818,2223.16,0.0,2223.16,4900,Shell Egypt,M472588,POS,2223.16,818,Tanta,EGY,N,206
Titanium Credit Card,100205,2026-04-03,2026-04-03,818,1873.16,0.0,1873.16,5999,Spinneys,M508343,ATM,1873.16,818,Tanta,EGY,N,206
Titanium Credit Card,100205,2026-04-21,2026-04-19,818,4896.75,0.0,4896.75,5691,Vodafone Cash,M800859,ECOM,4896.75,818,Tanta,EGY,N,206
Titanium Credit Card,100205,2026-04-04,2026-04-03,818,3260.02,0.0,3260.02,5999,Emirates Airlines,M601456,POS,3260.02,818,Tanta,EGY,N,206
Titanium Credit Card,100205,2026-04-10,2026-04-08,818,8694.9,0.0,8694.9,5732,iStyle,M994372,POS,8694.9,818,Tanta,EGY,N,206
Titanium Credit Card,100205,2026-04-21,2026-04-20,818,9310.65,0.0,9310.65,7011,iStyle,M203667,POS,9310.65,818,Tanta,EGY,N,206
Gold Credit Card,100206,2026-04-26,2026-04-26,818,14064.07,0.0,14064.07,5944,Noon Egypt,M136867,POS,14064.07,818,Suez,EGY,N,207
Gold Credit Card,100206,2026-04-10,2026-04-09,818,9485.82,0.0,9485.82,5912,B.TECH,M645540,MOTO,9485.82,818,Suez,EGY,N,207
Gold Credit Card,100206,2026-04-13,2026-04-11,818,11243.1,0.0,11243.1,4111,H&M Egypt,M476884,POS,11243.1,818,Suez,EGY,N,207
Gold Credit Card,100206,2026-04-17,2026-04-15,818,14196.56,0.0,14196.56,4900,Breadfast,M507215,ECOM,14196.56,818,Suez,EGY,N,207
Cashback Card,100207,2026-04-17,2026-04-17,818,2976.52,0.0,2976.52,5944,McDonald's,M324699,MOTO,2976.52,818,Luxor,EGY,N,208
Cashback Card,100207,2026-04-06,2026-04-06,818,3670.74,0.0,3670.74,5411,Instashop,M663832,POS,3670.74,818,Luxor,EGY,N,208
Cashback Card,100207,2026-04-24,2026-04-23,818,7888.85,0.0,7888.85,5912,Starbucks Egypt,M950835,ECOM,7888.85,818,Luxor,EGY,N,208
Cashback Card,100207,2026-04-09,2026-04-09,818,10637.4,0.0,10637.4,4111,Talabat,M151623,POS,10637.4,818,Luxor,EGY,N,208
Cashback Card,100207,2026-04-20,2026-04-18,818,3268.56,0.0,3268.56,5812,B.TECH,M432589,POS,3268.56,818,Luxor,EGY,N,208
Cashback Card,100207,2026-04-06,2026-04-06,818,2337.68,0.0,2337.68,5944,Seoudi Market,M923783,POS,2337.68,818,Luxor,EGY,N,208
Cashback Card,100207,2026-04-21,2026-04-18,818,5076.32,0.0,5076.32,5732,KFC Egypt,M980956,ECOM,5076.32,818,Luxor,EGY,Y,208
Cashback Card,100207,2026-05-01,2026-04-28,818,1296.13,0.0,1296.13,4111,Starbucks Egypt,M683685,ECOM,1296.13,818,Luxor,EGY,N,208
Cashback Card,100207,2026-04-17,2026-04-16,818,1814.93,0.0,1814.93,7298,Uber Egypt,M916907,POS,1814.93,818,Luxor,EGY,N,208
Cashback Card,100207,2026-04-07,2026-04-06,818,6918.19,0.0,6918.19,8099,Talabat,M363924,POS,6918.19,818,Luxor,EGY,N,208
Cashback Card,100207,2026-04-15,2026-04-13,818,10868.69,0.0,10868.69,5944,Talabat,M342568,POS,10868.69,818,Luxor,EGY,N,208
Cashback Card,100207,2026-04-12,2026-04-11,826,1014.9,25.83,37607.14,5945,Samsung Egypt,M920508,POS,1014.9,840,Luxor,SAU,N,208
Cashback Card,100207,2026-04-11,2026-04-11,818,2373.92,0.0,2373.92,5999,Emirates Airlines,M565023,ECOM,2373.92,818,Luxor,EGY,N,208
Cashback Card,100207,2026-04-05,2026-04-03,818,6210.72,0.0,6210.72,5912,iStyle,M289811,MOTO,6210.72,818,Luxor,EGY,N,208
Cashback Card,100207,2026-04-18,2026-04-16,818,404.66,0.0,404.66,4900,Amazon.eg,M148677,POS,404.66,818,Luxor,EGY,N,208
World Elite Card,100208,2026-04-11,2026-04-10,818,831.42,0.0,831.42,5912,KFC Egypt,M424526,ECOM,831.42,818,Alexandria,EGY,N,209
World Elite Card,100208,2026-04-24,2026-04-22,818,7654.0,0.0,7654.0,5814,Vodafone Cash,M270569,POS,7654.0,818,Alexandria,EGY,N,209
World Elite Card,100208,2026-04-07,2026-04-07,818,1277.36,0.0,1277.36,5945,Apple Store Online,M652762,ECOM,1277.36,818,Alexandria,EGY,N,209
World Elite Card,100208,2026-04-03,2026-04-02,818,7418.45,0.0,7418.45,4111,Amazon.eg,M641846,ECOM,7418.45,818,Alexandria,EGY,N,209
World Elite Card,100208,2026-04-25,2026-04-25,818,3043.2,0.0,3043.2,5411,Spinneys,M296351,POS,3043.2,818,Alexandria,EGY,N,209
World Elite Card,100208,2026-04-06,2026-04-04,818,12301.75,0.0,12301.75,5999,ElMenus,M310609,ECOM,12301.75,818,Alexandria,EGY,N,209
World Elite Card,100208,2026-04-14,2026-04-13,818,13282.87,0.0,13282.87,5812,Emirates Airlines,M770400,ATM,13282.87,818,Alexandria,EGY,N,209
World Elite Card,100208,2026-04-16,2026-04-13,818,4319.45,0.0,4319.45,5311,Spinneys,M803122,ATM,4319.45,818,Alexandria,EGY,N,209
World Elite Card,100208,2026-05-01,2026-04-29,818,12493.23,0.0,12493.23,8011,Seoudi Market,M861695,POS,12493.23,818,Alexandria,EGY,N,209
World Elite Card,100208,2026-04-22,2026-04-21,818,14293.08,0.0,14293.08,7298,Uber Egypt,M367214,ATM,14293.08,818,Alexandria,EGY,N,209
World Elite Card,100208,2026-04-21,2026-04-20,818,11021.03,0.0,11021.03,5912,Spinneys,M887418,ECOM,11021.03,818,Alexandria,EGY,N,209
World Elite Card,100208,2026-04-09,2026-04-08,818,1951.55,0.0,1951.55,8011,Seoudi Market,M993868,POS,1951.55,818,Alexandria,EGY,N,209
World Elite Card,100208,2026-04-08,2026-04-07,818,11742.78,0.0,11742.78,5651,Apple Store Online,M312909,POS,11742.78,818,Alexandria,EGY,N,209
World Elite Card,100208,2026-04-16,2026-04-15,818,1730.58,0.0,1730.58,5944,LG Electronics,M787088,ECOM,1730.58,818,Alexandria,EGY,N,209
World Elite Card,100208,2026-04-15,2026-04-15,840,1299.6,26.76,62411.65,7011,Breadfast,M945231,POS,1299.6,840,Alexandria,TUR,N,209
Platinum Credit Card,100209,2026-04-20,2026-04-20,818,11349.65,0.0,11349.65,5311,Noon Egypt,M248231,MOTO,11349.65,818,Ismailia,EGY,N,210
Platinum Credit Card,100209,2026-04-06,2026-04-06,818,8440.88,0.0,8440.88,5944,Instashop,M995206,ECOM,8440.88,818,Ismailia,EGY,N,210
Platinum Credit Card,100209,2026-04-24,2026-04-24,978,621.96,14.0,29271.2,5944,Noon Egypt,M308407,POS,621.96,840,Ismailia,ARE,N,210
Platinum Credit Card,100209,2026-04-18,2026-04-15,826,677.42,6.81,33545.74,5651,H&M Egypt,M832819,POS,677.42,840,Ismailia,FRA,N,210
Platinum Credit Card,100209,2026-04-19,2026-04-18,818,11244.58,0.0,11244.58,5814,Spinneys,M942058,ECOM,11244.58,818,Ismailia,EGY,N,210
Platinum Credit Card,100209,2026-04-21,2026-04-21,978,1338.13,27.49,79353.93,5411,McDonald's,M644354,POS,1338.13,840,Ismailia,FRA,N,210
Platinum Credit Card,100209,2026-04-05,2026-04-02,818,5310.16,0.0,5310.16,5912,Virgin Megastore,M131902,ATM,5310.16,818,Ismailia,EGY,N,210
Cashback Card,100210,2026-04-16,2026-04-15,840,1972.74,33.38,67394.79,5814,Noon Egypt,M890604,POS,1972.74,840,Assiut,TUR,N,211
Cashback Card,100210,2026-04-28,2026-04-28,818,4078.04,0.0,4078.04,7298,Jumia Egypt,M164527,POS,4078.04,818,Assiut,EGY,N,211
Cashback Card,100210,2026-04-02,2026-04-02,818,4187.18,0.0,4187.18,5812,Spinneys,M667640,POS,4187.18,818,Assiut,EGY,N,211
Cashback Card,100210,2026-04-16,2026-04-14,818,4921.88,0.0,4921.88,5944,Uber Egypt,M625161,ECOM,4921.88,818,Assiut,EGY,N,211
Cashback Card,100210,2026-04-16,2026-04-14,818,2503.34,0.0,2503.34,5651,Apple Store Online,M499510,ECOM,2503.34,818,Assiut,EGY,N,211
Cashback Card,100210,2026-04-22,2026-04-21,818,10644.87,0.0,10644.87,5411,Samsung Egypt,M857736,ECOM,10644.87,818,Assiut,EGY,N,211
Cashback Card,100210,2026-04-07,2026-04-05,818,13226.54,0.0,13226.54,5651,McDonald's,M281548,ECOM,13226.54,818,Assiut,EGY,N,211
Cashback Card,100210,2026-04-08,2026-04-07,818,4001.6,0.0,4001.6,5541,LG Electronics,M947211,POS,4001.6,818,Assiut,EGY,N,211
Platinum Credit Card,100211,2026-05-01,2026-04-29,818,8657.18,0.0,8657.18,4111,Uber Egypt,M215642,POS,8657.18,818,Alexandria,EGY,N,212
Travel Rewards Card,100211,2026-04-12,2026-04-11,818,3895.04,0.0,3895.04,5912,2B,M103177,POS,3895.04,818,Alexandria,EGY,N,212
Platinum Credit Card,100211,2026-04-21,2026-04-19,818,6387.59,0.0,6387.59,5311,H&M Egypt,M118911,ECOM,6387.59,818,Alexandria,EGY,N,212
Platinum Credit Card,100211,2026-04-15,2026-04-15,818,3077.24,0.0,3077.24,8099,LG Electronics,M394713,ATM,3077.24,818,Alexandria,EGY,N,212
Platinum Credit Card,100211,2026-04-29,2026-04-26,840,157.25,1.59,6015.55,4111,Vodafone Cash,M505450,POS,157.25,840,Alexandria,USA,N,212
Platinum Credit Card,100211,2026-04-08,2026-04-06,978,960.68,27.08,53703.78,8021,Carrefour Egypt,M333665,ATM,960.68,840,Alexandria,SAU,Y,212
Platinum Credit Card,100211,2026-04-13,2026-04-11,818,10241.15,0.0,10241.15,5732,Carrefour Egypt,M432886,ECOM,10241.15,818,Alexandria,EGY,N,212
Platinum Credit Card,100211,2026-04-04,2026-04-02,818,10770.86,0.0,10770.86,7230,Total Energies,M727333,POS,10770.86,818,Alexandria,EGY,Y,212
Platinum Credit Card,100211,2026-04-18,2026-04-18,818,1793.43,0.0,1793.43,7011,Breadfast,M686849,POS,1793.43,818,Alexandria,EGY,N,212
World Elite Card,100212,2026-04-08,2026-04-08,818,4506.95,0.0,4506.95,5651,Virgin Megastore,M963445,MOTO,4506.95,818,Giza,EGY,N,213
World Elite Card,100212,2026-04-10,2026-04-09,978,898.1,13.77,54878.81,5691,McDonald's,M507765,POS,898.1,840,Giza,DEU,N,213
World Elite Card,100212,2026-04-25,2026-04-23,818,12889.52,0.0,12889.52,7298,Carrefour Egypt,M234352,POS,12889.52,818,Giza,EGY,N,213
World Elite Card,100212,2026-04-04,2026-04-04,818,9357.98,0.0,9357.98,5411,McDonald's,M191697,POS,9357.98,818,Giza,EGY,N,213
World Elite Card,100212,2026-04-13,2026-04-13,818,627.62,0.0,627.62,5411,Starbucks Egypt,M375330,POS,627.62,818,Giza,EGY,N,213
World Elite Card,100212,2026-04-22,2026-04-21,818,7521.52,0.0,7521.52,5732,Instashop,M414241,POS,7521.52,818,Giza,EGY,N,213
